System,Subject,Category,Item,Year,No. of Cases
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged husband / ex-husband,2010,101
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged wife / ex-wife,2010,24
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Boyfriend,2010,254
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Girlfriend,2010,54
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual cohabitant,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex cohabitant,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-cohabitant,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex ex-cohabitant,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Chinese,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indonesian,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Filipino,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,White,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indian,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Pakistani,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Nepalese,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Japanese,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Thai,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Other Asian,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,African,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Others,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Unknown,2010,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Central & Western,2010,71
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Southern,2010,63
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Island,2010,44
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Eastern,2010,139
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wan Chai,2010,49
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kowloon City,2010,95
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yau Tsim Mong,2010,139
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sham Shui Po,2010,154
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wong Tai Sin,2010,203
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sai Kung,2010,180
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwun Tong,2010,321
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Shatin,2010,207
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tai Po,2010,80
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,North,2010,172
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yuen Long,2010,382
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tsuen Wan,2010,166
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwai Tsing,2010,324
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tuen Mun,2010,268
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Outside Hong Kong/Unknown,2010,106
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Rape/Unlawful Sexual Intercourse,2010,72
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Indecent assault,2010,243
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced masturbation,2010,2
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced oral sex,2010,1
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Unlawful Buggery,2010,1
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Others,2010,3
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Multiple Abuse,2010,21
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Female,2010,339
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Male,2010,4
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent/child/sibling/in-laws,2010,19
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Child,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Sibling,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,In-law,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Other relative,2010,8
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual lover,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex lover,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-lover,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex ex-lover,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Friend,2010,65
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Caregiver (Non-relative),2010,2
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Employer / employee / colleague,2010,48
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Teacher / tutor,2010,0
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Stranger,2010,174
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Others,2010,27
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Unknown,2010,0
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Chinese,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Indonesian,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Filipino,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,White,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Indian,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Pakistani,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Nepalese,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Japanese,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Thai,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Other Asian,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,African,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Others,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Unknown,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Central & Western,2010,49
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Southern,2010,11
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Island,2010,8
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Eastern,2010,14
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wan Chai,2010,20
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kowloon City,2010,9
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yau Tsim Mong,2010,63
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sham Shui Po,2010,15
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wong Tai Sin,2010,18
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sai Kung,2010,4
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwun Tong,2010,21
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Shatin,2010,9
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tai Po,2010,6
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,North,2010,7
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yuen Long,2010,16
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tsuen Wan,2010,9
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwai Tsing,2010,16
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tuen Mun,2010,25
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong/Unknown,2010,23
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong ,2010,
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Unknown,2010,
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2011,410
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2011,105
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2011,307
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological  abuse,2011,18
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2011,37
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2011,548
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2011,329
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2011,494
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2011,12
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2011,36
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2011,9
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2011,37
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Friend,2011,57
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2011,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2011,25
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Teacher,2011,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2011,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2011,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2011,16
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2011,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2011,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2011,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2011,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2011,90
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified Person / Others,2011,98
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2011,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2011,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Chinese,2011,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Pakistani,2011,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Filipino,2011,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indonesian,2011,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indian,2011,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,African,2011,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,New Zealander ,2011,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Australian,2011,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Thai,2011,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Vietnamese,2011,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Others,2011,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Unknown,2011,
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2011,17
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2011,28
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2011,23
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2011,38
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2011,11
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2011,23
